Actual_Converted,Conversion_Probability,Lead_Score,Priority_Tier
1,0.7834,78.3,Hot
1,0.7826,78.3,Hot
0,0.7835,78.3,Hot
1,0.7821,78.2,Hot
1,0.7822,78.2,Hot
1,0.7817,78.2,Hot
1,0.7819,78.2,Hot
1,0.7809,78.1,Hot
0,0.781,78.1,Hot
1,0.7814,78.1,Hot
1,0.7814,78.1,Hot
0,0.7808,78.1,Hot
1,0.7811,78.1,Hot
0,0.7808,78.1,Hot
1,0.7814,78.1,Hot
1,0.7814,78.1,Hot
1,0.7803,78.0,Hot
0,0.7801,78.0,Hot
1,0.7804,78.0,Hot
0,0.7804,78.0,Hot
0,0.7796,78.0,Hot
1,0.7802,78.0,Hot
0,0.7794,77.9,Hot
1,0.7791,77.9,Hot
1,0.7791,77.9,Hot
1,0.7783,77.8,Hot
0,0.7777,77.8,Hot
1,0.7781,77.8,Hot
1,0.7784,77.8,Hot
0,0.7781,77.8,Hot
1,0.7783,77.8,Hot
1,0.7773,77.7,Hot
1,0.7767,77.7,Hot
1,0.7767,77.7,Hot
1,0.7767,77.7,Hot
0,0.7767,77.7,Hot
1,0.7773,77.7,Hot
1,0.7767,77.7,Hot
1,0.7767,77.7,Hot
1,0.7767,77.7,Hot
1,0.7767,77.7,Hot
1,0.7767,77.7,Hot
0,0.7769,77.7,Hot
1,0.7767,77.7,Hot
1,0.7767,77.7,Hot
1,0.7767,77.7,Hot
1,0.7767,77.7,Hot
1,0.7765,77.6,Hot
1,0.7762,77.6,Hot
1,0.7759,77.6,Hot
0,0.7755,77.6,Hot
1,0.7759,77.6,Hot
1,0.776,77.6,Hot
1,0.7749,77.5,Hot
0,0.7748,77.5,Hot
0,0.7751,77.5,Hot
1,0.7753,77.5,Hot
0,0.7752,77.5,Hot
1,0.7752,77.5,Hot
1,0.7752,77.5,Hot
0,0.7749,77.5,Hot
1,0.7749,77.5,Hot
1,0.7752,77.5,Hot
1,0.7736,77.4,Hot
1,0.7745,77.4,Hot
0,0.7743,77.4,Hot
1,0.7739,77.4,Hot
1,0.7737,77.4,Hot
0,0.7729,77.3,Hot
1,0.7727,77.3,Hot
1,0.7732,77.3,Hot
1,0.7716,77.2,Hot
1,0.7718,77.2,Hot
0,0.772,77.2,Hot
1,0.7721,77.2,Hot
0,0.7724,77.2,Hot
0,0.7714,77.1,Hot
1,0.7695,77.0,Hot
1,0.7696,77.0,Hot
1,0.7697,77.0,Hot
1,0.7693,76.9,Hot
1,0.7689,76.9,Hot
0,0.7689,76.9,Hot
0,0.769,76.9,Hot
1,0.7693,76.9,Hot
0,0.7681,76.8,Hot
1,0.7675,76.8,Hot
1,0.7685,76.8,Hot
1,0.767,76.7,Hot
1,0.7673,76.7,Hot
0,0.7668,76.7,Hot
0,0.7659,76.6,Hot
0,0.7656,76.6,Hot
1,0.7665,76.6,Hot
1,0.7658,76.6,Hot
1,0.7663,76.6,Hot
0,0.7661,76.6,Hot
1,0.7653,76.5,Hot
1,0.7653,76.5,Hot
1,0.7646,76.5,Hot
1,0.7638,76.4,Hot
0,0.7641,76.4,Hot
0,0.7641,76.4,Hot
0,0.7636,76.4,Hot
1,0.7627,76.3,Hot
1,0.7628,76.3,Hot
1,0.7625,76.3,Hot
1,0.7631,76.3,Hot
0,0.761,76.1,Hot
1,0.76,76.0,Hot
1,0.7595,76.0,Hot
1,0.7596,76.0,Hot
0,0.7597,76.0,Hot
0,0.7598,76.0,Hot
1,0.7595,76.0,Hot
1,0.7594,75.9,Hot
0,0.759,75.9,Hot
0,0.7587,75.9,Hot
1,0.7587,75.9,Hot
0,0.759,75.9,Hot
1,0.7594,75.9,Hot
1,0.7577,75.8,Hot
1,0.7566,75.7,Hot
1,0.7573,75.7,Hot
1,0.7566,75.7,Hot
0,0.757,75.7,Hot
1,0.7557,75.6,Hot
0,0.7558,75.6,Hot
0,0.7556,75.6,Hot
1,0.7554,75.5,Hot
1,0.7551,75.5,Hot
0,0.755,75.5,Hot
1,0.7552,75.5,Hot
1,0.7538,75.4,Hot
0,0.7543,75.4,Hot
1,0.7535,75.4,Hot
1,0.7545,75.4,Hot
1,0.7535,75.4,Hot
1,0.7535,75.3,Hot
1,0.7532,75.3,Hot
1,0.752,75.2,Hot
1,0.7517,75.2,Hot
1,0.7521,75.2,Hot
1,0.7521,75.2,Hot
1,0.7524,75.2,Hot
1,0.7506,75.1,Hot
1,0.7506,75.1,Hot
1,0.7512,75.1,Hot
0,0.7513,75.1,Hot
1,0.7509,75.1,Hot
0,0.7513,75.1,Hot
1,0.7496,75.0,Hot
0,0.7499,75.0,Hot
1,0.7497,75.0,Hot
1,0.7502,75.0,Hot
1,0.7501,75.0,Hot
1,0.7504,75.0,Hot
1,0.7497,75.0,Hot
1,0.7502,75.0,Hot
1,0.7498,75.0,Hot
1,0.7486,74.9,Hot
1,0.7487,74.9,Hot
1,0.7492,74.9,Hot
0,0.7487,74.9,Hot
1,0.7477,74.8,Hot
0,0.7476,74.8,Hot
1,0.748,74.8,Hot
0,0.7479,74.8,Hot
0,0.7481,74.8,Hot
1,0.7467,74.7,Hot
1,0.7456,74.6,Hot
1,0.7462,74.6,Hot
1,0.7461,74.6,Hot
0,0.7453,74.5,Hot
1,0.7444,74.4,Hot
0,0.7439,74.4,Hot
1,0.7441,74.4,Hot
0,0.7438,74.4,Hot
1,0.7437,74.4,Hot
0,0.7436,74.4,Hot
1,0.7441,74.4,Hot
1,0.7445,74.4,Hot
1,0.7438,74.4,Hot
1,0.7444,74.4,Hot
1,0.7432,74.3,Hot
1,0.7426,74.3,Hot
1,0.7434,74.3,Hot
1,0.7429,74.3,Hot
0,0.7427,74.3,Hot
1,0.7418,74.2,Hot
1,0.7418,74.2,Hot
0,0.7418,74.2,Hot
1,0.7421,74.2,Hot
1,0.7409,74.1,Hot
1,0.7412,74.1,Hot
1,0.7406,74.1,Hot
0,0.7413,74.1,Hot
1,0.7406,74.1,Hot
1,0.7407,74.1,Hot
1,0.7395,74.0,Hot
0,0.7401,74.0,Hot
1,0.7403,74.0,Hot
0,0.7397,74.0,Hot
1,0.7394,73.9,Hot
1,0.7395,73.9,Hot
0,0.739,73.9,Hot
1,0.7386,73.9,Hot
1,0.7391,73.9,Hot
1,0.7391,73.9,Hot
1,0.7394,73.9,Hot
1,0.739,73.9,Hot
1,0.7382,73.8,Hot
0,0.7379,73.8,Hot
0,0.7368,73.7,Hot
0,0.7374,73.7,Hot
1,0.7369,73.7,Hot
1,0.7356,73.6,Hot
1,0.7363,73.6,Hot
1,0.736,73.6,Hot
1,0.736,73.6,Hot
0,0.7361,73.6,Hot
1,0.736,73.6,Hot
1,0.736,73.6,Hot
1,0.7349,73.5,Hot
1,0.7352,73.5,Hot
0,0.735,73.5,Hot
1,0.7347,73.5,Hot
1,0.7339,73.4,Hot
0,0.734,73.4,Hot
1,0.7331,73.3,Hot
1,0.7329,73.3,Hot
1,0.7331,73.3,Hot
1,0.7325,73.2,Hot
1,0.7317,73.2,Hot
0,0.7324,73.2,Hot
1,0.7321,73.2,Hot
1,0.7318,73.2,Hot
1,0.7314,73.1,Hot
0,0.7311,73.1,Hot
1,0.7297,73.0,Hot
1,0.7301,73.0,Hot
1,0.7297,73.0,Hot
0,0.7304,73.0,Hot
1,0.7292,72.9,Hot
1,0.7284,72.8,Hot
1,0.7281,72.8,Hot
1,0.7276,72.8,Hot
1,0.7276,72.8,Hot
1,0.7277,72.8,Hot
1,0.7281,72.8,Hot
0,0.7281,72.8,Hot
1,0.7273,72.7,Hot
1,0.7269,72.7,Hot
1,0.7264,72.6,Hot
0,0.7264,72.6,Hot
0,0.7255,72.6,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
0,0.7253,72.5,Hot
1,0.7249,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
0,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
0,0.7253,72.5,Hot
0,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
0,0.7253,72.5,Hot
1,0.7253,72.5,Hot
0,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
0,0.7249,72.5,Hot
0,0.7246,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.7253,72.5,Hot
1,0.724,72.4,Hot
1,0.7238,72.4,Hot
1,0.724,72.4,Hot
0,0.7236,72.4,Hot
1,0.7241,72.4,Hot
1,0.7219,72.2,Hot
1,0.7219,72.2,Hot
1,0.7219,72.2,Hot
0,0.7219,72.2,Hot
1,0.7219,72.2,Hot
1,0.7219,72.2,Hot
1,0.7219,72.2,Hot
1,0.7219,72.2,Hot
1,0.7221,72.2,Hot
1,0.7219,72.2,Hot
1,0.7219,72.2,Hot
1,0.7219,72.2,Hot
0,0.7219,72.2,Hot
0,0.7211,72.1,Hot
1,0.7209,72.1,Hot
0,0.7208,72.1,Hot
1,0.7207,72.1,Hot
1,0.721,72.1,Hot
1,0.7196,72.0,Hot
0,0.7198,72.0,Hot
1,0.7201,72.0,Hot
1,0.7197,72.0,Hot
1,0.7188,71.9,Hot
0,0.719,71.9,Hot
0,0.7192,71.9,Hot
1,0.7184,71.8,Hot
1,0.7179,71.8,Hot
1,0.717,71.7,Hot
0,0.7169,71.7,Hot
0,0.7156,71.6,Hot
0,0.7156,71.6,Hot
1,0.7159,71.6,Hot
1,0.7163,71.6,Hot
1,0.7147,71.5,Hot
1,0.7152,71.5,Hot
1,0.7152,71.5,Hot
1,0.7143,71.4,Hot
1,0.7143,71.4,Hot
0,0.7141,71.4,Hot
0,0.7132,71.3,Hot
1,0.713,71.3,Hot
1,0.7134,71.3,Hot
1,0.713,71.3,Hot
1,0.7119,71.2,Hot
1,0.7123,71.2,Hot
1,0.7113,71.1,Hot
0,0.7115,71.1,Hot
1,0.7109,71.1,Hot
0,0.7097,71.0,Hot
1,0.7097,71.0,Hot
1,0.7103,71.0,Hot
0,0.7104,71.0,Hot
1,0.7094,70.9,Hot
0,0.7093,70.9,Hot
0,0.7093,70.9,Hot
1,0.708,70.8,Hot
1,0.708,70.8,Hot
1,0.7081,70.8,Hot
0,0.7085,70.8,Hot
1,0.7076,70.8,Hot
0,0.7077,70.8,Hot
1,0.708,70.8,Hot
0,0.7066,70.7,Hot
1,0.7067,70.7,Hot
1,0.7072,70.7,Hot
1,0.7072,70.7,Hot
0,0.7065,70.7,Hot
0,0.7057,70.6,Hot
1,0.7049,70.5,Hot
0,0.7044,70.4,Hot
1,0.704,70.4,Hot
1,0.7043,70.4,Hot
1,0.7035,70.3,Hot
0,0.7032,70.3,Hot
1,0.7035,70.3,Hot
1,0.7026,70.3,Hot
1,0.7035,70.3,Hot
1,0.7016,70.2,Hot
0,0.7021,70.2,Hot
0,0.7005,70.1,Hot
1,0.7015,70.1,Hot
0,0.7015,70.1,Hot
0,0.7,70.0,Hot
1,0.6999,70.0,Hot
1,0.7002,70.0,Hot
1,0.6993,69.9,Warm
0,0.6987,69.9,Warm
1,0.6987,69.9,Warm
1,0.6977,69.8,Warm
1,0.6985,69.8,Warm
1,0.6981,69.8,Warm
1,0.6977,69.8,Warm
0,0.6967,69.7,Warm
1,0.6972,69.7,Warm
0,0.6963,69.6,Warm
1,0.6964,69.6,Warm
0,0.6956,69.6,Warm
1,0.6951,69.5,Warm
1,0.6949,69.5,Warm
1,0.6945,69.5,Warm
1,0.6941,69.4,Warm
0,0.6944,69.4,Warm
1,0.6939,69.4,Warm
0,0.6944,69.4,Warm
1,0.6937,69.4,Warm
1,0.6942,69.4,Warm
1,0.6943,69.4,Warm
1,0.6945,69.4,Warm
1,0.6933,69.3,Warm
1,0.6933,69.3,Warm
1,0.6934,69.3,Warm
1,0.6926,69.3,Warm
0,0.6929,69.3,Warm
1,0.6929,69.3,Warm
1,0.6934,69.3,Warm
1,0.6931,69.3,Warm
0,0.6924,69.2,Warm
0,0.6924,69.2,Warm
1,0.6916,69.2,Warm
1,0.6918,69.2,Warm
0,0.6906,69.1,Warm
0,0.6909,69.1,Warm
0,0.6906,69.1,Warm
1,0.6907,69.1,Warm
1,0.6913,69.1,Warm
0,0.6907,69.1,Warm
1,0.69,69.0,Warm
1,0.6892,68.9,Warm
0,0.6894,68.9,Warm
1,0.6891,68.9,Warm
1,0.6877,68.8,Warm
0,0.6875,68.8,Warm
1,0.6883,68.8,Warm
0,0.6871,68.7,Warm
1,0.6874,68.7,Warm
1,0.6864,68.6,Warm
1,0.6848,68.5,Warm
0,0.6848,68.5,Warm
0,0.6851,68.5,Warm
1,0.6849,68.5,Warm
1,0.6847,68.5,Warm
0,0.6839,68.4,Warm
1,0.6838,68.4,Warm
0,0.6842,68.4,Warm
1,0.684,68.4,Warm
1,0.6842,68.4,Warm
1,0.6841,68.4,Warm
1,0.6831,68.3,Warm
1,0.6825,68.3,Warm
1,0.682,68.2,Warm
1,0.6816,68.2,Warm
1,0.6817,68.2,Warm
0,0.6816,68.2,Warm
1,0.6822,68.2,Warm
1,0.6816,68.2,Warm
0,0.6797,68.0,Warm
1,0.6799,68.0,Warm
0,0.6801,68.0,Warm
0,0.6803,68.0,Warm
1,0.6801,68.0,Warm
1,0.6794,67.9,Warm
0,0.679,67.9,Warm
1,0.6794,67.9,Warm
1,0.6788,67.9,Warm
0,0.679,67.9,Warm
1,0.6778,67.8,Warm
1,0.6778,67.8,Warm
0,0.678,67.8,Warm
1,0.6783,67.8,Warm
1,0.6783,67.8,Warm
1,0.6778,67.8,Warm
1,0.6781,67.8,Warm
1,0.6766,67.7,Warm
1,0.6771,67.7,Warm
1,0.6768,67.7,Warm
1,0.6759,67.6,Warm
1,0.6763,67.6,Warm
0,0.6764,67.6,Warm
0,0.676,67.6,Warm
1,0.6759,67.6,Warm
0,0.6751,67.5,Warm
0,0.6755,67.5,Warm
1,0.6746,67.5,Warm
1,0.6748,67.5,Warm
1,0.6755,67.5,Warm
1,0.6749,67.5,Warm
1,0.6743,67.4,Warm
1,0.6742,67.4,Warm
1,0.6742,67.4,Warm
1,0.6728,67.3,Warm
1,0.673,67.3,Warm
1,0.6729,67.3,Warm
0,0.6734,67.3,Warm
0,0.6715,67.2,Warm
1,0.672,67.2,Warm
0,0.6706,67.1,Warm
1,0.6709,67.1,Warm
0,0.6707,67.1,Warm
1,0.6706,67.1,Warm
1,0.6696,67.0,Warm
1,0.6702,67.0,Warm
1,0.6696,67.0,Warm
1,0.6693,66.9,Warm
1,0.6686,66.9,Warm
0,0.6675,66.8,Warm
1,0.668,66.8,Warm
1,0.6676,66.8,Warm
1,0.6676,66.8,Warm
1,0.6675,66.8,Warm
0,0.668,66.8,Warm
1,0.6684,66.8,Warm
0,0.6668,66.7,Warm
0,0.6668,66.7,Warm
1,0.6672,66.7,Warm
1,0.6668,66.7,Warm
1,0.6666,66.7,Warm
0,0.6671,66.7,Warm
1,0.6656,66.6,Warm
1,0.6653,66.5,Warm
1,0.6645,66.5,Warm
1,0.6651,66.5,Warm
1,0.6645,66.5,Warm
0,0.6644,66.4,Warm
1,0.6643,66.4,Warm
1,0.6644,66.4,Warm
1,0.6642,66.4,Warm
1,0.6635,66.3,Warm
1,0.663,66.3,Warm
1,0.6621,66.2,Warm
0,0.6624,66.2,Warm
0,0.6624,66.2,Warm
1,0.661,66.1,Warm
1,0.661,66.1,Warm
0,0.6608,66.1,Warm
1,0.6603,66.0,Warm
1,0.6597,66.0,Warm
0,0.6603,66.0,Warm
0,0.6599,66.0,Warm
1,0.6594,65.9,Warm
0,0.6589,65.9,Warm
0,0.6576,65.8,Warm
0,0.6583,65.8,Warm
0,0.6577,65.8,Warm
1,0.6582,65.8,Warm
0,0.6569,65.7,Warm
0,0.6569,65.7,Warm
1,0.6573,65.7,Warm
1,0.656,65.6,Warm
0,0.6554,65.5,Warm
1,0.6549,65.5,Warm
1,0.6549,65.5,Warm
1,0.6546,65.5,Warm
1,0.6546,65.5,Warm
1,0.6544,65.4,Warm
1,0.6541,65.4,Warm
1,0.6544,65.4,Warm
0,0.6531,65.3,Warm
1,0.6527,65.3,Warm
1,0.6531,65.3,Warm
1,0.6528,65.3,Warm
1,0.6518,65.2,Warm
1,0.6524,65.2,Warm
0,0.6522,65.2,Warm
1,0.6516,65.2,Warm
0,0.652,65.2,Warm
1,0.6507,65.1,Warm
1,0.6513,65.1,Warm
1,0.6513,65.1,Warm
1,0.6514,65.1,Warm
0,0.6508,65.1,Warm
1,0.6503,65.0,Warm
1,0.6498,65.0,Warm
1,0.6496,65.0,Warm
1,0.6499,65.0,Warm
0,0.6492,64.9,Warm
1,0.6488,64.9,Warm
1,0.6485,64.9,Warm
1,0.6485,64.9,Warm
0,0.6478,64.8,Warm
1,0.6485,64.8,Warm
0,0.6476,64.8,Warm
1,0.6471,64.7,Warm
1,0.6462,64.6,Warm
1,0.6457,64.6,Warm
0,0.6465,64.6,Warm
1,0.6452,64.5,Warm
1,0.6448,64.5,Warm
1,0.645,64.5,Warm
0,0.6445,64.5,Warm
1,0.6445,64.5,Warm
0,0.6446,64.5,Warm
1,0.6453,64.5,Warm
1,0.6448,64.5,Warm
1,0.6448,64.5,Warm
0,0.6436,64.4,Warm
1,0.6444,64.4,Warm
1,0.643,64.3,Warm
1,0.6425,64.3,Warm
0,0.6425,64.3,Warm
1,0.6421,64.2,Warm
1,0.6418,64.2,Warm
1,0.6423,64.2,Warm
1,0.6421,64.2,Warm
1,0.6418,64.2,Warm
1,0.6423,64.2,Warm
1,0.6422,64.2,Warm
1,0.6411,64.1,Warm
0,0.6407,64.1,Warm
0,0.6408,64.1,Warm
1,0.6397,64.0,Warm
1,0.6398,64.0,Warm
1,0.6393,63.9,Warm
1,0.6389,63.9,Warm
0,0.6389,63.9,Warm
1,0.6388,63.9,Warm
1,0.6385,63.9,Warm
0,0.6384,63.8,Warm
1,0.6384,63.8,Warm
0,0.6377,63.8,Warm
1,0.6376,63.8,Warm
0,0.638,63.8,Warm
0,0.6378,63.8,Warm
0,0.6373,63.7,Warm
1,0.636,63.6,Warm
1,0.6358,63.6,Warm
1,0.6356,63.6,Warm
0,0.6359,63.6,Warm
1,0.6351,63.5,Warm
1,0.6354,63.5,Warm
1,0.6344,63.4,Warm
1,0.6343,63.4,Warm
0,0.6335,63.4,Warm
0,0.6343,63.4,Warm
0,0.6329,63.3,Warm
1,0.6318,63.2,Warm
1,0.6318,63.2,Warm
1,0.6315,63.2,Warm
1,0.6314,63.1,Warm
1,0.6313,63.1,Warm
1,0.6306,63.1,Warm
1,0.6304,63.0,Warm
1,0.6303,63.0,Warm
1,0.6301,63.0,Warm
0,0.6302,63.0,Warm
1,0.6302,63.0,Warm
1,0.6299,63.0,Warm
1,0.6286,62.9,Warm
0,0.6285,62.9,Warm
1,0.629,62.9,Warm
1,0.6286,62.9,Warm
1,0.6276,62.8,Warm
0,0.6276,62.8,Warm
1,0.6276,62.8,Warm
1,0.6284,62.8,Warm
1,0.6268,62.7,Warm
1,0.627,62.7,Warm
1,0.6267,62.7,Warm
1,0.6258,62.6,Warm
1,0.6249,62.5,Warm
1,0.6249,62.5,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6235,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6235,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6235,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
0,0.6236,62.4,Warm
0,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
0,0.6236,62.4,Warm
0,0.6243,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
0,0.6236,62.4,Warm
0,0.6236,62.4,Warm
0,0.6236,62.4,Warm
0,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6236,62.4,Warm
1,0.6232,62.3,Warm
1,0.6235,62.3,Warm
1,0.6232,62.3,Warm
1,0.622,62.2,Warm
1,0.6224,62.2,Warm
0,0.6212,62.1,Warm
0,0.6212,62.1,Warm
1,0.6205,62.1,Warm
1,0.621,62.1,Warm
1,0.6196,62.0,Warm
1,0.6202,62.0,Warm
0,0.6195,62.0,Warm
0,0.619,61.9,Warm
1,0.6186,61.9,Warm
1,0.6186,61.9,Warm
1,0.6186,61.9,Warm
1,0.6186,61.9,Warm
1,0.6186,61.9,Warm
0,0.6176,61.8,Warm
1,0.6184,61.8,Warm
1,0.6177,61.8,Warm
1,0.6177,61.8,Warm
1,0.6173,61.7,Warm
1,0.6169,61.7,Warm
0,0.6167,61.7,Warm
0,0.6169,61.7,Warm
0,0.6167,61.7,Warm
1,0.6157,61.6,Warm
0,0.6164,61.6,Warm
1,0.6151,61.5,Warm
1,0.6146,61.5,Warm
1,0.6155,61.5,Warm
1,0.6145,61.5,Warm
0,0.6145,61.5,Warm
1,0.6136,61.4,Warm
1,0.6137,61.4,Warm
0,0.6134,61.3,Warm
0,0.6134,61.3,Warm
1,0.6117,61.2,Warm
1,0.6117,61.2,Warm
0,0.6118,61.2,Warm
0,0.6116,61.2,Warm
1,0.6125,61.2,Warm
0,0.6121,61.2,Warm
1,0.6117,61.2,Warm
1,0.6125,61.2,Warm
1,0.6118,61.2,Warm
1,0.6121,61.2,Warm
1,0.6112,61.1,Warm
1,0.6114,61.1,Warm
1,0.6107,61.1,Warm
1,0.6112,61.1,Warm
1,0.6115,61.1,Warm
1,0.6102,61.0,Warm
0,0.6097,61.0,Warm
1,0.6086,60.9,Warm
0,0.6093,60.9,Warm
1,0.6086,60.9,Warm
0,0.6094,60.9,Warm
1,0.6094,60.9,Warm
1,0.6078,60.8,Warm
1,0.6077,60.8,Warm
1,0.6078,60.8,Warm
0,0.6085,60.8,Warm
0,0.6067,60.7,Warm
0,0.607,60.7,Warm
1,0.6072,60.7,Warm
1,0.6073,60.7,Warm
1,0.6075,60.7,Warm
1,0.6069,60.7,Warm
0,0.6062,60.6,Warm
0,0.6059,60.6,Warm
1,0.6051,60.5,Warm
0,0.6047,60.5,Warm
0,0.6053,60.5,Warm
0,0.6052,60.5,Warm
1,0.6046,60.5,Warm
0,0.6048,60.5,Warm
1,0.6048,60.5,Warm
0,0.6039,60.4,Warm
0,0.6035,60.4,Warm
1,0.6035,60.4,Warm
0,0.6031,60.3,Warm
1,0.602,60.2,Warm
1,0.6016,60.2,Warm
1,0.6022,60.2,Warm
0,0.6021,60.2,Warm
0,0.6006,60.1,Warm
1,0.6014,60.1,Warm
1,0.6009,60.1,Warm
0,0.6006,60.1,Warm
1,0.6,60.0,Warm
1,0.5998,60.0,Warm
1,0.6003,60.0,Warm
0,0.6,60.0,Warm
1,0.599,59.9,Warm
1,0.5985,59.9,Warm
1,0.5985,59.9,Warm
0,0.5981,59.8,Warm
0,0.5977,59.8,Warm
1,0.5985,59.8,Warm
1,0.5966,59.7,Warm
1,0.5967,59.7,Warm
1,0.5966,59.7,Warm
0,0.5966,59.7,Warm
1,0.5961,59.6,Warm
1,0.5951,59.5,Warm
0,0.5949,59.5,Warm
1,0.5941,59.4,Warm
1,0.5943,59.4,Warm
0,0.5935,59.4,Warm
1,0.5932,59.3,Warm
1,0.5934,59.3,Warm
1,0.5921,59.2,Warm
0,0.5921,59.2,Warm
0,0.5917,59.2,Warm
1,0.5917,59.2,Warm
1,0.5921,59.2,Warm
1,0.5922,59.2,Warm
0,0.5908,59.1,Warm
1,0.5908,59.1,Warm
0,0.5907,59.1,Warm
0,0.5913,59.1,Warm
0,0.5908,59.1,Warm
1,0.5913,59.1,Warm
0,0.5901,59.0,Warm
1,0.5896,59.0,Warm
1,0.59,59.0,Warm
1,0.5897,59.0,Warm
1,0.5897,59.0,Warm
0,0.589,58.9,Warm
1,0.5889,58.9,Warm
0,0.5894,58.9,Warm
0,0.5885,58.9,Warm
1,0.5878,58.8,Warm
1,0.5883,58.8,Warm
1,0.588,58.8,Warm
1,0.5878,58.8,Warm
1,0.587,58.7,Warm
0,0.5862,58.6,Warm
0,0.5859,58.6,Warm
1,0.5859,58.6,Warm
